system:index,LST,NDVI,.geo
196,45.658942610000054,0.1510949305720715,"{""type"":""Point"",""coordinates"":[74.21387408860632,18.913385537865185]}"
197,39.80216533999999,0.20071778534992035,"{""type"":""Point"",""coordinates"":[73.7261926291103,18.101157608823126]}"
198,45.24536219000004,0.15627811860940696,"{""type"":""Point"",""coordinates"":[73.67528737570794,18.712604818376327]}"
199,43.67820002000002,0.2544836563494359,"{""type"":""Point"",""coordinates"":[74.17476198472198,18.631079977815073]}"
200,52.07114812999998,0.12227089916690606,"{""type"":""Point"",""coordinates"":[74.10962577915383,18.95265715370724]}"
201,45.930675199999996,0.21058783605444742,"{""type"":""Point"",""coordinates"":[74.5189580074171,18.186754056785194]}"
202,45.018063859999984,0.1842948141217116,"{""type"":""Point"",""coordinates"":[74.59090639442499,18.126007975973966]}"
203,38.306781590000014,0.3305021882649655,"{""type"":""Point"",""coordinates"":[73.58272253406172,19.05494216869617]}"
204,38.44862942000003,0.23902731687196505,"{""type"":""Point"",""coordinates"":[73.5327111952216,18.524177566882376]}"
205,35.85264323000001,0.09727215056037217,"{""type"":""Point"",""coordinates"":[74.03658980141255,18.508183863094448]}"
206,44.78051147000002,0.10563725010279806,"{""type"":""Point"",""coordinates"":[73.813450948563,18.748964734189027]}"
207,44.04563717000002,0.24270111932336225,"{""type"":""Point"",""coordinates"":[73.54647677586959,18.784669641677546]}"
208,51.49521176000002,0.11907800595583401,"{""type"":""Point"",""coordinates"":[74.87199140978188,17.989215775784505]}"
209,52.236922100000015,0.0915915915915916,"{""type"":""Point"",""coordinates"":[74.54435501958629,18.322283829028002]}"
210,40.17985655000001,0.14457522525186806,"{""type"":""Point"",""coordinates"":[73.84350335916818,19.359697285711487]}"
211,40.04655377000006,0.27394494700469774,"{""type"":""Point"",""coordinates"":[73.47440455418288,18.522495643178512]}"
212,47.59012390999999,0.08510054486300027,"{""type"":""Point"",""coordinates"":[73.92041240361023,18.60070522750779]}"
213,30.204365180000025,0.00819396116286901,"{""type"":""Point"",""coordinates"":[74.95365118584269,18.261002369639947]}"
214,42.98434196000005,0.2537561065535994,"{""type"":""Point"",""coordinates"":[74.1091665141127,18.762595802375387]}"
215,46.699729700000034,0.22391455940103497,"{""type"":""Point"",""coordinates"":[74.73669852763555,18.042272377001265]}"
216,50.08698751999998,0.11651218927933074,"{""type"":""Point"",""coordinates"":[74.01079493868416,18.88592749833726]}"
